Date,Date_1,Lot,AOI_ID,AOI_Scan_Amount,AOI_Pass_Amount,AOI_Reject_Amount,AOI_Yield,AOI_Yield_Die_Corner,AI_Pass_Amount,AI_Reject_Amount,AI_Yield,AI_Fail_Corner_Yield,Final_Pass_Amount,Final_Reject_Amount,Final_Yield,AI_EA_Overkill_Die_Corner,AI_EA_Overkill_Die_Surface,AI_Image_Overkill_Die_Corner,AI_Image_Overkill_Die_Surface,EA_over_kill_Die_Corner,EA_over_kill_Die_Surface,Image_Overkill_Die_Corner,Image_Overkill_Die_Surface,Total_Images,Image_Overkill,AI_Fail_EA_Die_Corner,AI_Fail_EA_Die_Surface,AI_Fail_Image_Die_Corner,AI_Fail_Image_Die_Surface,AI_Fail_Total,Total_AOI_Die_Corner_Image,AI_Pass,AI_Reduction_Die_Corner,AI_Reduction_All,True_Fail,True_Fail_Crack,True_Fail_Chipout,True_Fail_Die_Surface,True_Fail_Others,EA_True_Fail_Crack,EA_True_Fail_Chipout,EA_True_Fail_Die_Surface,EA_True_Fail_Others,EA_True_Fail_Crack_Chipout,Device_ID,OP_EA_Die_Corner,OP_EA_Die_Surface,OP_EA_Others,Die_Overkill
2024-07-09 07:32:09,2024-07-09,28NFKBM001,121,1093,529,564,0.4839890210430009,0.484903934126258,1089,4,0.9963403476669715,0.9972552607502287,1093,0,1.0,0.0027447392497712718,0.0009149130832570906,0.0037546933667083854,0.0012515644555694619,3,1,3,1,799,4,3,1,3,1,4,798,795,0.9962406015037594,0.9949937421777222,0,0,0,0,0,0,0,0,0,0,Y42M-0928,0,0,0,4
2024-07-09 07:34:31,2024-07-09,264BTBM001,01,10610,10572,38,0.9964184731385486,0.9964184731385486,10603,7,0.999340245051838,0.999340245051838,10606,4,0.9996229971724788,0.0002827521206409048,0.0,0.07407407407407407,0.0,3,0,4,0,54,4,7,0,8,0,8,54,46,0.8518518518518519,0.8518518518518519,4,0,0,0,4,0,0,0,4,0,BMI482AAB_14U_O_8_M001,4,0,0,3
2024-07-09 07:34:56,2024-07-09,28NFKCN001,099,1091,519,572,0.4757103574702109,0.4775435380384968,1082,9,0.9917506874427132,0.9935838680109992,1088,3,0.9972502291475709,0.0036663611365719533,0.0018331805682859762,0.005847953216374269,0.003508771929824561,4,2,5,3,855,8,7,2,8,3,11,852,844,0.9906103286384976,0.9871345029239766,3,2,1,0,1,2,1,0,0,3,Y42M-0928,3,0,0,6
2024-07-09 07:35:18,2024-07-09,264BHFM001,22,13367,12137,1230,0.9079823445799357,0.9080571556819031,13230,137,0.989750879030448,0.9898256901324156,13343,24,0.9982045335527792,0.008378843420363581,7.481110196753198e-05,0.04892736168611216,0.00037636432066240116,112,1,130,1,2657,131,136,1,156,1,157,2656,2500,0.941265060240964,0.940910801656003,26,30,4,0,0,21,3,0,0,24,BMA552-40U-O-8-M001,24,0,0,113
2024-07-09 07:35:26,2024-07-09,264BVEM000,06,10151,10017,134,0.9867993301152596,0.9867993301152596,10033,118,0.9883755295044824,0.9883755295044824,10133,18,0.9982267756871244,0.009851246182642104,0.0,0.4906367041198502,0.0,100,0,131,0,267,131,118,0,149,0,149,267,118,0.4419475655430712,0.4419475655430712,18,0,16,0,2,0,16,0,2,16,BMA552-46U-O-8_MEMS,17,0,1,100
2024-07-09 07:37:39,2024-07-09,264BTDM001,06,10793,10689,104,0.9903641248957658,0.9903641248957658,10727,66,0.9938849254146206,0.9938849254146206,10768,25,0.9976836838691744,0.0037987584545538773,0.0,0.3203125,0.0,41,0,41,0,128,41,66,0,67,0,67,128,61,0.4765625,0.4765625,26,0,0,0,26,0,0,0,25,0,BMI482AAB_14U_O_8_M001,25,0,0,41
2024-07-09 07:38:01,2024-07-09,28NFK8N001,383,1081,858,223,0.793709528214616,0.7983348751156337,1070,11,0.9898242368177612,0.9944495837187788,1077,4,0.9962997224791859,0.003700277520814061,0.0027752081406105453,0.009876543209876543,0.0345679012345679,4,3,4,14,405,18,6,5,6,16,22,389,383,0.9845758354755784,0.9456790123456791,4,1,1,2,0,1,1,2,0,2,Y42M-0426,2,2,0,7
2024-07-09 07:40:58,2024-07-09,274BBYM000,20,10006,9938,68,0.9932040775534681,0.9932040775534681,9942,64,0.9936038376973816,0.9936038376973816,9992,14,0.9986008394963022,0.004997001798920648,0.0,0.5923076923076923,0.0,50,0,77,0,130,77,64,0,91,0,91,130,39,0.3,0.3,14,0,13,0,1,0,13,0,1,13,BMA552-46U-O-8_MEMS,14,0,0,50
2024-07-09 07:42:45,2024-07-09,28NFKBM001,122,1064,458,606,0.4304511278195489,0.43139097744360905,1053,11,0.9896616541353384,0.9906015037593984,1062,2,0.9981203007518796,0.008458646616541353,0.0,0.009922822491730982,0.0,9,0,9,0,907,9,10,1,10,1,11,906,896,0.9889624724061812,0.98787210584344,2,0,1,1,0,0,1,1,0,1,Y42M-0928,1,1,0,9
2024-07-09 07:45:29,2024-07-09,28NFKCN001,124,1088,475,613,0.4365808823529412,0.4365808823529412,1084,4,0.9963235294117648,0.9963235294117648,1088,0,1.0,0.0036764705882352936,0.0,0.004597701149425286,0.0,4,0,4,0,870,4,4,0,4,0,4,870,866,0.9954022988505749,0.9954022988505749,0,0,0,0,0,0,0,0,0,0,Y42M-0928,0,0,0,4
