Date,Date_1,Lot,AOI_ID,AOI_Scan_Amount,AOI_Pass_Amount,AOI_Reject_Amount,AOI_Yield,AOI_Yield_Die_Corner,AI_Pass_Amount,AI_Reject_Amount,AI_Yield,AI_Fail_Corner_Yield,Final_Pass_Amount,Final_Reject_Amount,Final_Yield,AI_EA_Overkill_Die_Corner,AI_EA_Overkill_Die_Surface,AI_Image_Overkill_Die_Corner,AI_Image_Overkill_Die_Surface,EA_over_kill_Die_Corner,EA_over_kill_Die_Surface,Image_Overkill_Die_Corner,Image_Overkill_Die_Surface,Total_Images,Image_Overkill,AI_Fail_EA_Die_Corner,AI_Fail_EA_Die_Surface,AI_Fail_Image_Die_Corner,AI_Fail_Image_Die_Surface,AI_Fail_Total,Total_AOI_Die_Corner_Image,AI_Pass,AI_Reduction_Die_Corner,AI_Reduction_All,True_Fail,True_Fail_Crack,True_Fail_Chipout,True_Fail_Die_Surface,True_Fail_Others,EA_True_Fail_Crack,EA_True_Fail_Chipout,EA_True_Fail_Die_Surface,EA_True_Fail_Others,EA_True_Fail_Crack_Chipout,Device_ID,OP_EA_Die_Corner,OP_EA_Die_Surface,OP_EA_Others,Die_Overkill
2024-07-03 07:32:16,2024-07-03,264BRXW001,18,4080,4052,28,0.9931372549019608,0.9931372549019608,4054,26,0.9936274509803922,0.9936274509803922,4076,4,0.9990196078431371,0.005392156862745098,0.0,0.8,0.0,22,0,24,0,30,24,26,0,28,0,28,30,2,0.06666666666666668,0.06666666666666668,4,0,1,0,3,0,1,0,3,1,BMI482AAA-50U-O-8,4,0,0,22
2024-07-03 07:32:43,2024-07-03,32SIG3W001,20,1315,1315,0,1.0,1.0,1315,0,1.0,1.0,1315,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995L00012-42U-O-12,0,0,0,0
2024-07-03 07:33:33,2024-07-03,27YRMPW008,15,4455,4324,131,0.9705948372615041,0.9721661054994388,4339,116,0.9739618406285072,0.9755331088664422,4455,0,1.0,0.0244668911335578,0.0015712682379349044,0.5265700483091788,0.06763285024154589,109,7,109,14,207,123,109,7,109,14,123,193,82,0.4293193717277487,0.3961352657004831,0,0,0,0,0,0,0,0,0,0,7A64342CB-GLDS-31U-O-8in12EN,0,0,0,116
2024-07-03 07:33:41,2024-07-03,27NFF9N001,J63,1088,573,515,0.5266544117647058,0.5284926470588235,1081,7,0.9935661764705882,0.9954044117647058,1086,2,0.9981617647058824,0.0036764705882352936,0.0009191176470588236,0.005242463958060288,0.001310615989515072,4,1,4,1,763,5,5,2,5,2,7,761,756,0.9934296977660972,0.9908256880733946,2,1,0,1,0,1,0,1,0,1,Y42M-0928,1,1,0,5
2024-07-03 07:34:20,2024-07-03,27NFFDW001,G48,1075,617,458,0.573953488372093,0.5804651162790697,1063,12,0.9888372093023255,0.9953488372093025,1070,5,0.9953488372093025,0.004651162790697674,0.0018604651162790694,0.007507507507507507,0.003003003003003003,5,2,5,2,666,7,5,7,5,17,22,649,644,0.9922958397534668,0.9669669669669668,15,0,0,15,0,0,0,5,0,0,Y42M-1027-diebase-tigten_corner-2X-SURFACE,3,2,0,7
2024-07-03 07:34:46,2024-07-03,27NFFCW001,E36,1049,537,512,0.5119161105815062,0.5176358436606292,1033,16,0.984747378455672,0.990467111534795,1047,2,0.9980934223069591,0.009532888465204958,0.0038131553860819827,0.01335113484646195,0.0053404539385847796,10,4,10,4,749,14,10,6,10,14,24,735,725,0.9863945578231292,0.9679572763684912,10,0,0,10,0,0,0,2,0,0,Y42M-0928,0,2,0,14
2024-07-03 07:35:23,2024-07-03,32SIG3W001,21,1298,1298,0,1.0,1.0,1298,0,1.0,1.0,1298,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995L00012-42U-O-12,0,0,0,0
2024-07-03 07:35:55,2024-07-03,27YRMPW009,17,4485,4480,5,0.9988851727982164,0.9988851727982164,4485,0,1.0,1.0,4485,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,8,0,0,0,0,0,0,8,5,1.0,0.625,0,0,0,0,0,0,0,0,0,0,7A64342CB-GLDS-31U-O-8in12EN,0,0,0,0
2024-07-03 07:36:54,2024-07-03,264BRXW001,19,4064,3988,76,0.9812992125984252,0.9812992125984252,3999,65,0.9840059055118109,0.9840059055118109,4057,7,0.998277559055118,0.014271653543307087,0.0,0.7439024390243902,0.0,58,0,61,0,82,61,65,0,68,0,68,82,14,0.17073170731707318,0.17073170731707318,7,0,3,0,4,0,3,0,4,3,BMI482AAA-50U-O-8,7,0,0,58
2024-07-03 07:37:59,2024-07-03,32SIG3W001,22,1294,1294,0,1.0,1.0,1294,0,1.0,1.0,1294,0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,M3995L00012-42U-O-12,0,0,0,0
